book_id,title,average_rating
656,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",3.82
657,The White Tiger,3.71
658,The Corrections,3.78
659,Dreams from My Father: A Story of Race and Inheritance,3.81
660,Congo,3.55
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22
662,Interpreter of Maladies,4.12
663,A People's History of the United States,4.07
664,Breakfast at Tiffany's,3.89
665,"The Passage (The Passage, #1)",4.04
666,Anansi Boys,4.0
667,Along for the Ride,4.08
668,Everything I Never Told You,3.78
669,The House of the Spirits,4.2
670,The Dead Zone,3.9
671,"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98
672,"Murder on the Orient Express (Hercule Poirot, #10)",4.16
673,Americanah,4.26
674,Suzanne's Diary for Nicholas,4.16
675,Firestarter,3.85
676,"Entwined with You (Crossfire, #3)",4.19
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27
678,The Storied Life of A.J. Fikry,3.98
679,Madeline,4.22
680,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.17
681,"Little House in the Big Woods (Little House, #1)",4.16
682,Jonathan Strange & Mr Norrell,3.8
683,A Bend in the Road,4.02
684,"The House of Hades (The Heroes of Olympus, #4)",4.54
685,"Gone (Gone, #1)",3.85
686,"The Wedding (The Notebook, #2)",3.98
687,1776,4.06
688,Under the Banner of Heaven: A Story of Violent Faith,3.98
689,Beautiful Ruins,3.67
690,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.69
691,On Writing: A Memoir of the Craft,4.31
692,"Firefly Lane (Firefly Lane, #1)",4.04
693,Sphere,3.77
694,Love the One You're With,3.7
695,"The Silkworm (Cormoran Strike, #2)",4.03
696,"The Vampire Lestat (The Vampire Chronicles, #2)",4.05
697,State of Wonder,3.85
698,The Silver Linings Playbook,4.0
699,Twenty Thousand Leagues Under the Sea,3.86
700,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",3.88
701,Mrs. Dalloway,3.78
702,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,3.81
703,Bag of Bones,3.87
704,The Cider House Rules,4.1
705,Thinner,3.66
706,Around the World in Eighty Days,3.9
707,Walk Two Moons,3.95
708,Eleven Minutes,3.69
709,Nine Stories,4.19
710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",3.67
711,"Unwind (Unwind, #1)",4.18
712,"Drums of Autumn (Outlander, #4)",4.34
713,"Prodigy (Legend, #2)",4.29
714,King Lear,3.89
715,Death of a Salesman,3.49
716,The Choice,3.99
717,The Hunger Games: Official Illustrated Movie Companion,4.51
718,The Sound and the Fury,3.86
719,A New Earth: Awakening to Your Life's Purpose,4.02
720,"Bleach, Volume 01",4.21
721,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.17
722,"The Shadow Rising (Wheel of Time, #4)",4.21
723,Shantaram,4.26
724,"From Dead to Worse (Sookie Stackhouse, #8)",4.01
725,"The Waste Lands (The Dark Tower, #3)",4.24
726,"The Bone Collector (Lincoln Rhyme, #1)",4.18
727,The Reader,3.73
728,"Brown Bear, Brown Bear, What Do You See?",4.19
729,"Hyperion (Hyperion Cantos, #1)",4.21
730,The Pearl,3.41
731,The Exorcist,4.14
732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",3.51
733,Snow Falling on Cedars,3.8
734,Roots: The Saga of an American Family,4.42
735,Batman: The Killing Joke,4.36
736,Invisible Man,3.84
737,A Long Way Gone: Memoirs of a Boy Soldier,4.14
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",4.13
739,Different Seasons,4.34
740,"The Little House Collection (Little House, #1-9)",4.33
741,The Girls' Guide to Hunting and Fishing,3.29
742,"Wool Omnibus (Silo, #1)",4.24
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26
744,The Power of Now: A Guide to Spiritual Enlightenment,4.1
745,Let's Pretend This Never Happened: A Mostly True Memoir,3.9
746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4.3
747,"Sabriel (Abhorsen,  #1)",4.17
748,"Dead and Gone (Sookie Stackhouse, #9)",4.01
749,The Storyteller,4.26
750,"Obsidian (Lux, #1)",4.23
751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.19
752,"Crown of Midnight (Throne of Glass, #2)",4.49
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.18
754,Half Broke Horses,4.05
755,"Mort (Death, #1; Discworld, #4)",4.22
756,"The Iron King (The Iron Fey, #1)",3.92
757,Lonesome Dove,4.47
758,Stiff: The Curious Lives of Human Cadavers,4.05
759,"Bloodlines (Bloodlines, #1)",4.22
760,"Ender's Shadow (Ender's Shadow, #1)",4.3
761,Twenties Girl,3.82
762,Schindler's List,4.34
763,The Bluest Eye,3.99
764,"The White Queen (The Plantagenet and Tudor Novels, #2)",3.9
765,The Autobiography of Malcolm X,4.29
766,Preludes & Nocturnes (The Sandman #1),4.3
767,Seabiscuit: An American Legend,4.2
768,Shutter Island,4.07
769,The Complete Sherlock Holmes,4.5
770,Julius Caesar,3.65
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3.81
772,The Republic,3.9
773,The Taming of the Shrew,3.81
774,"Cress (The Lunar Chronicles, #3)",4.46
775,Just Kids,4.14
776,The Art Book,3.79
777,Jemima J,3.62
778,The Hunchback of Notre-Dame,3.97
779,A Fine Balance,4.34
780,Calvin and Hobbes,4.61
781,"Specials (Uglies, #3)",3.77
782,The Awakening,3.63
783,"Hunted (House of Night, #5)",3.93
784,For One More Day,4.09
785,"Clear and Present Danger (Jack Ryan Universe, #6)",4.08
786,Falling Up,4.33
787,Sh*t My Dad Says,3.98
788,Trainspotting,4.07
789,Foundation and Empire (Foundation #2),4.2
790,The Four Agreements: A Practical Guide to Personal Freedom,4.12
791,House Rules,4.01
792,The Complete Grimm's Fairy Tales,4.31
793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15
794,"Doctor Sleep (The Shining, #2)",4.1
795,About a Boy,3.79
796,"On Dublin Street (On Dublin Street, #1)",4.24
797,Crazy Love: Overwhelmed by a Relentless God,4.15
798,"One Fish, Two Fish, Red Fish, Blue Fish",4.12
799,Watchers,4.16
800,The Story of My Life,4.07
801,This is Where I Leave You,3.88
802,Abraham Lincoln: Vampire Hunter,3.7
803,"Fruits Basket, Vol. 1",4.23
804,The Tempest,3.8
805,"Burned (House of Night, #7)",3.98
806,"Wizard and Glass (The Dark Tower, #4)",4.24
807,The Circle,3.46
808,The Invention of Hugo Cabret,4.23
809,Brave New World / Brave New World Revisited,4.16
810,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",4.36
811,The Good Girl,3.81
812,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.21
813,Landline,3.55
814,"Tempted (House of Night, #6)",3.96
815,No Country for Old Men,4.12
816,"Wolf Hall (Thomas Cromwell, #1)",3.85
817,"Howl's Moving Castle (Howl's Moving Castle, #1)",4.3
818,Dreamcatcher,3.59
819,Walden,3.79
820,The Remains of the Day,4.1
821,The Best of Me,3.91
822,The Sense of an Ending,3.7
823,"A is for Alibi (Kinsey Millhone, #1)",3.82
824,"Oedipus Rex  (The Theban Plays, #1)",3.67
825,Shanghai Girls (Shanghai Girls #1),3.87
826,The Wind in the Willows,3.98
827,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.11
828,"Persepolis: The Story of a Childhood (Persepolis, #1)",4.23
829,A Room with a View,3.91
830,The DUFF: Designated Ugly Fat Friend,3.86
831,Lock and Key,4.01
832,"Naked in Death (In Death, #1)",4.13
833,The Chamber,3.76
834,"Midnight Sun (Twilight, #1.5)",4.03
835,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",4.35
836,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",3.89
837,"Every Day (Every Day, #1)",3.99
838,"Xenocide (Ender's Saga, #3)",3.77
839,The Merchant of Venice,3.78
840,"Shōgun (Asian Saga, #1)",4.37
841,"Lover Awakened (Black Dagger Brotherhood, #3)",4.45
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.29
843,"Fifty Shades Trilogy (Fifty Shades, #1-3)",4.13
844,Chicka Chicka Boom Boom,4.21
845,Smile,4.19
846,Animal Farm / 1984,4.26
847,"The Deep End of the Ocean (Cappadora Family, #1)",3.84
848,The Bonesetter's Daughter,3.98
849,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",3.74
850,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",3.75
851,"Flowers in the Attic (Dollanganger, #1)",3.79
852,When Breath Becomes Air,4.32
853,Maniac Magee,3.86
854,Invisible Monsters,4.0
855,Twelfth Night,3.97
856,"Gathering Blue (The Giver, #2)",3.8
857,The Westing Game,4.03
858,"Red Rising (Red Rising, #1)",4.26
859,"The Way of Shadows (Night Angel, #1)",4.15
860,"The Bean Trees (Greer Family, #1)",3.94
861,"Walking Disaster (Beautiful, #2)",4.23
862,"Words of Radiance (The Stormlight Archive, #2)",4.77
863,Guess How Much I Love You,4.36
864,"The Fiery Cross (Outlander, #5)",4.26
865,Night Shift,3.96
866,Jaws,3.96
867,The History of Love,3.91
868,Pippi Longstocking,4.11
869,The Elegance of the Hedgehog,3.73
870,Team of Rivals: The Political Genius of Abraham Lincoln,4.3
871,"Dead in the Family (Sookie Stackhouse, #10)",3.88
872,The Plague,3.97
873,"The Reptile Room (A Series of Unfortunate Events, #2)",3.95
874,Brain on Fire: My Month of Madness,4.0
875,"Wicked Lovely (Wicked Lovely, #1)",3.69
876,Curious George,4.13
877,The Neverending Story,4.17
878,A Beautiful Mind,4.12
879,The Jungle,3.72
880,"The Summoning (Darkest Powers, #1)",4.03
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4.04
882,Eye of the Needle,4.16
883,The Blind Assassin,3.95
884,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4.07
885,House of Sand and Fog,3.83
886,The Girl with All the Gifts,3.93
887,As I Lay Dying,3.72
888,Harold and the Purple Crayon,4.24
889,"Lover Eternal (Black Dagger Brotherhood, #2)",4.35
890,Second Foundation (Foundation #3),4.23
891,"Fool Moon (The Dresden Files, #2)",4.04
892,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3.9
893,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",4.49
894,"Guards! Guards! (Discworld, #8)",4.32
895,The Year of Magical Thinking,3.86
896,We Need to Talk About Kevin,4.07
897,"Rendezvous with Rama (Rama, #1)",4.06
898,"The Queen of the Damned (The Vampire Chronicles, #3)",3.86
899,The Age of Innocence,3.93
900,The Selfish Gene,4.11
901,Year of Wonders,4.0
902,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4.08
903,Anthem,3.62
904,"Gabriel's Inferno (Gabriel's Inferno, #1)",4.02
905,Cloudy With a Chance of Meatballs,4.15
906,Major Pettigrew's Last Stand,3.87
907,"Vision in White (Bride Quartet, #1)",4.1
908,The Tenth Circle,3.48
909,"The Throne of Fire (Kane Chronicles, #2)",4.2
910,"Old Man's War (Old Man's War, #1)",4.23
911,Gerald's Game,3.47
912,"Two for the Dough (Stephanie Plum, #2)",4.11
913,The Joy of Cooking,4.14
914,"The Forever War (The Forever War, #1)",4.15
915,Insomnia,3.79
916,Reading Lolita in Tehran,3.57
917,"The Blade Itself (The First Law, #1)",4.14
918,"The Arctic Incident (Artemis Fowl, #2)",3.94
919,The Shipping News,3.83
920,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3.77
921,All the Bright Places,4.19
922,"Déjà Dead (Temperance Brennan, #1)",3.86
923,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",3.84
924,The Marriage Plot,3.42
925,Daughter of Fortune,3.89
926,Luckiest Girl Alive,3.48
927,"Crank (Crank, #1)",4.16
928,"The Raven Boys (The Raven Cycle, #1)",4.05
929,I Am Legend and Other Stories,3.99
930,Olive Kitteridge,3.78
931,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",3.33
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,4.04
933,"Fire (Graceling Realm, #2)",4.12
934,Waiting for Godot,3.81
935,White Fang,3.94
936,"Wolves of the Calla (The Dark Tower, #5)",4.17
937,His Dark Materials (His Dark Materials #1-3),4.25
938,"The Edge of Never (The Edge of Never, #1)",4.26
939,Reconstructing Amelia,3.82
940,One Plus One,3.94
941,The Hours,3.91
942,"Wallbanger (Cocktail, #1)",4.1
943,Holidays on Ice,3.95
944,Desperation,3.8
945,"Passion (Fallen, #3)",3.89
946,"The Kill Order (Maze Runner, #0.5)",3.69
947,"Angelfall (Penryn & the End of Days, #1)",4.19
948,Empire Falls,3.91
949,"The Fires of Heaven (Wheel of Time, #5)",4.13
950,I'll Give You the Sun,4.14
951,Survivor,3.93
952,"Shopaholic & Baby (Shopaholic, #5)",3.77
953,"The Dark Tower (The Dark Tower, #7)",4.27
954,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2
955,"Shopaholic Takes Manhattan (Shopaholic, #2)",3.75
956,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29
957,"Linger (The Wolves of Mercy Falls, #2)",3.91
958,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",4.42
959,A Portrait of the Artist as a Young Man,3.6
960,"The Gathering Storm (Wheel of Time, #12)",4.34
961,Middlemarch,3.93
962,"Point of Retreat (Slammed, #2)",4.3
963,The Partner,3.89
964,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59
965,"Thoughtless (Thoughtless, #1)",4.12
966,Presumed Innocent,4.1
967,The Dark Half,3.74
968,Cleopatra: A Life,3.62
969,The World Is Flat: A Brief History of the Twenty-first Century,3.66
970,"Steelheart (The Reckoners, #1)",4.16
971,The Rainbow Fish,4.15
972,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",3.84
973,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",3.57
974,The Man in the High Castle,3.66
975,Helter Skelter: The True Story of the Manson Murders,4.0
976,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",4.44
977,Inferno (The Divine Comedy #1),3.99
978,"Shadow of Night (All Souls Trilogy, #2)",4.04
979,Leaving Time,3.94
980,"Moon Called (Mercy Thompson, #1)",4.18
981,"Blue Bloods (Blue Bloods, #1)",3.68
982,"The Alienist (Dr. Laszlo Kreizler, #1)",4.05
983,Between the World and Me,4.4
984,Paradise Lost,3.8
985,The Big Short: Inside the Doomsday Machine,4.26
986,The Girl Who Loved Tom Gordon,3.56
987,A Monster Calls,4.36
988,"Towers of Midnight (Wheel of Time, #13)",4.42
989,The Day of the Jackal,4.25
990,Rework,3.93
991,Attachments,3.95
992,"The Twilight Saga (Twilight, #1-4)",3.88
993,Tell the Wolves I'm Home,4.04
994,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",4.31
995,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",4.09
996,"Three to Get Deadly (Stephanie Plum, #3)",4.14
997,The Scarlet Pimpernel,4.06
998,The Monster at the End of this Book,4.45
999,"Tales of a Fourth Grade Nothing (Fudge, #1)",4.09
1000,"Shadow and Bone (Shadow and Bone, #1)",4.05
1001,The Dinner,3.22
1002,"Champion (Legend, #3)",4.37
1003,Contact,4.11
1004,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",4.0
1005,White Teeth,3.75
1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.97
1007,My Horizontal Life: A Collection of One-Night Stands,3.79
1008,"The Power of Six (Lorien Legacies, #2)",4.17
1009,The Interestings,3.54
1010,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4.65
1011,People of the Book,4.0
1012,The Secret Keeper,4.13
1013,Better Homes and Gardens New Cook Book  ,4.14
1014,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",4.08
1015,Steppenwolf,4.11
1016,"The Surgeon (Rizzoli & Isles, #1)",4.1
1017,The Girl You Left Behind,3.95
1018,"Royal Assassin (Farseer Trilogy, #2)",4.21
1019,Childhood's End,4.09
1020,The Tale of Despereaux,4.0
1021,"Animal, Vegetable, Miracle: A Year of Food Life",4.03
1022,"Heir of Fire (Throne of Glass, #3)",4.53
1023,"Lord of Chaos (Wheel of Time, #6)",4.1
1024,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",3.81
1025,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92
1026,"A Breath of Snow and Ashes (Outlander, #6)",4.43
1027,"The Blood of Olympus (The Heroes of Olympus, #5)",4.41
1028,Truly Madly Guilty,3.55
1029,"Saga, Vol. 1 (Saga, #1)",4.25
1030,The Art of Fielding,3.99
1031,A Moveable Feast,4.04
1032,"Fablehaven (Fablehaven, #1)",4.08
1033,"The Wide Window (A Series of Unfortunate Events, #3)",3.91
1034,"Grave Peril (The Dresden Files, #3)",4.18
1035,Einstein: His Life and Universe,4.08
1036,"Effortless (Thoughtless, #2)",4.37
1037,The Street Lawyer,3.81
1038,"Roll of Thunder, Hear My Cry (Logans, #4)",3.79
1039,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",3.28
1040,Let's Explore Diabetes with Owls,3.8
1041,The Idiot,4.18
1042,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),3.97
1043,"Rodrick Rules (Diary of a Wimpy Kid, #2)",4.1
1044,Why Not Me?,3.89
1045,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",4.1
1046,Modern Romance,3.85
1047,The One and Only Ivan,4.24
1048,The Perfect Storm: A True Story of Men Against the Sea,4.07
1049,"Elantris (Elantris, #1)",4.17
1050,"The Knife of Never Letting Go (Chaos Walking, #1)",3.96
1051,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),3.88
1052,Handle with Care,3.96
1053,"Song of Susannah (The Dark Tower, #6)",3.98
1054,"Reached (Matched, #3)",3.56
1055,Midnight's Children,3.99
1056,The Zombie Survival Guide: Complete Protection from the Living Dead,3.86
1057,The Testament,3.83
1058,"Murder at the Vicarage (Miss Marple, #1)",4.03
1059,"Among the Hidden (Shadow Children, #1)",3.97
1060,In Defense of Food: An Eater's Manifesto,4.07
1061,The Witch of Blackbird Pond,3.97
1062,"The Heir (The Selection, #4)",3.85
1063,"Shopaholic Ties the Knot (Shopaholic, #3)",3.77
1064,The Woman in White,3.98
1065,"Career of Evil (Cormoran Strike, #3)",4.21
1066,"The Summer I Turned Pretty (Summer, #1)",3.96
1067,"Four to Score (Stephanie Plum, #4)",4.17
1068,The Color of Water: A Black Man's Tribute to His White Mother,4.06
1069,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",3.95
1070,"Darkfever (Fever, #1)",4.14
1071,"Stone of Tears (Sword of Truth, #2)",4.1
1072,Heart of the Matter,3.73
1073,Vanity Fair,3.76
1074,The Sirens of Titan,4.16
1075,Dolores Claiborne,3.81
1076,The Nest,3.45
1077,"Fables, Vol. 1: Legends in Exile",3.99
1078,Getting Things Done: The Art of Stress-Free Productivity,3.98
1079,"The Celestine Prophecy (Celestine Prophecy, #1)",3.6
1080,My Life Next Door,4.02
1081,Winter of the World (The Century Trilogy #2),4.29
1082,Colorless Tsukuru Tazaki and His Years of Pilgrimage,3.82
1083,Lucky,3.77
1084,To the Lighthouse,3.76
1085,Five Point Someone,3.43
1086,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",4.02
1087,I Am the Messenger,4.09
1088,Far from the Madding Crowd,3.92
1089,"Equal Rites (Discworld, #3; Witches #1)",4.0
1090,House of Leaves,4.13
1091,"Cruel & Unusual (Kay Scarpetta, #4)",4.11
1092,Sycamore Row,3.98
1093,"Awakened (House of Night, #8)",4.02
1094,My Ántonia,3.76
1095,"Life As We Knew It (Last Survivors, #1)",3.89
1096,America (The Book): A Citizen's Guide to Democracy Inaction,4.02
1097,90 Minutes in Heaven: A True Story of Death and Life,3.91
1098,The Longest Ride,4.14
1099,Tao Te Ching,4.31
1100,"Kane and Abel (Kane and Abel, #1)",4.27
1101,Change of Heart,3.91
1102,Dry,4.01
1103,Sam's Letters to Jennifer,4.15
1104,"Grey (Fifty Shades, #4)",3.76
1105,Dune Messiah (Dune Chronicles #2),3.86
1106,The Great Divorce,4.28
1107,Little Earthquakes,3.76
1108,The Complete Fairy Tales,4.28
1109,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",4.34
1110,"Maybe Someday (Maybe, #1)",4.33
